Shipment ID,Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Planned Delivery Duration,Actual Delivery Delay,Shipment Month,Shipment Day of Week,Is Weekend,Season
SHIP012742,5,0,3,0.991111111111111,0,1,0,0.4166666666666667,0.47368421052631576,10,5,1,4
SHIP012743,3,4,2,0.8833333333333333,2,2,1,0.3333333333333333,0.5789473684210527,11,3,0,4
SHIP012744,5,9,3,0.6316666666666666,0,1,0,0.25,0.47368421052631576,3,0,0,2
SHIP012745,6,1,3,0.19111111111111112,0,1,0,0.0,0.47368421052631576,3,2,0,2
SHIP012746,8,1,3,0.3416666666666667,0,2,1,0.08333333333333333,0.5263157894736842,7,6,1,3
SHIP012747,0,4,1,0.16333333333333333,2,2,1,0.0,0.5789473684210527,8,2,0,3
SHIP012748,6,8,0,0.8172222222222223,0,2,1,0.3333333333333333,0.5263157894736842,7,0,0,3
SHIP012749,1,0,3,0.4066666666666667,0,0,1,0.16666666666666669,0.5789473684210527,4,2,0,2
SHIP012750,5,0,0,0.47722222222222227,0,1,0,0.16666666666666669,0.47368421052631576,1,2,0,1
SHIP012751,7,3,0,0.035,0,1,0,0.0,0.47368421052631576,7,0,0,3
SHIP012752,3,8,0,0.3838888888888889,0,1,1,0.08333333333333333,0.6842105263157894,5,0,0,2
SHIP012753,0,7,1,0.005555555555555564,1,1,1,0.0,0.5789473684210527,2,3,0,1
SHIP012754,3,6,3,0.711111111111111,0,0,1,0.25,0.8421052631578947,8,2,0,3
SHIP012755,1,9,3,0.645,0,1,0,0.25,0.47368421052631576,1,2,0,1
SHIP012756,0,7,1,0.43388888888888894,0,2,1,0.16666666666666669,0.5263157894736842,1,4,0,1
SHIP012757,3,1,1,0.8888888888888888,0,2,1,0.4166666666666667,0.5263157894736842,3,4,0,2
SHIP012758,6,3,1,0.43111111111111117,1,1,1,0.3333333333333333,0.3684210526315789,8,3,0,3
SHIP012759,9,4,2,0.6527777777777777,0,1,0,0.25,0.47368421052631576,1,2,0,1
SHIP012760,9,7,1,0.701111111111111,1,1,1,0.25,0.7368421052631579,6,3,0,3
SHIP012761,0,3,3,0.265,0,1,0,0.08333333333333333,0.47368421052631576,12,5,1,1
SHIP012762,1,9,3,0.4266666666666667,0,1,0,0.16666666666666669,0.47368421052631576,2,2,0,1
SHIP012763,1,8,2,0.9716666666666667,0,0,1,0.4166666666666667,0.5789473684210527,5,2,0,2
SHIP012764,1,2,1,0.014444444444444454,2,2,1,0.0,0.5789473684210527,5,0,0,2
SHIP012765,6,2,2,0.1338888888888889,0,0,1,0.0,0.5789473684210527,2,4,0,1
SHIP012766,0,1,3,0.5844444444444445,0,1,1,0.25,0.631578947368421,1,3,0,1
SHIP012767,0,9,3,0.8899999999999999,0,1,0,0.4166666666666667,0.47368421052631576,9,3,0,4
SHIP012768,7,5,0,0.40777777777777774,2,0,1,0.16666666666666669,0.631578947368421,2,4,0,1
SHIP012769,4,9,2,0.6733333333333333,1,2,1,0.25,0.631578947368421,12,0,0,1
SHIP012770,7,3,1,0.7350000000000001,0,1,1,0.3333333333333333,0.5789473684210527,4,6,1,2
SHIP012771,9,5,0,0.5216666666666667,0,2,1,0.16666666666666669,0.5263157894736842,12,0,0,1
SHIP012772,5,8,1,0.18333333333333335,0,0,1,0.0,0.5789473684210527,1,1,0,1
SHIP012773,3,4,1,0.2961111111111111,0,1,0,0.08333333333333333,0.47368421052631576,9,3,0,4
SHIP012774,1,3,3,0.7572222222222222,1,1,1,0.3333333333333333,0.5789473684210527,10,3,0,4
SHIP012775,4,7,0,0.9061111111111111,0,1,0,0.4166666666666667,0.47368421052631576,5,6,1,2
SHIP012776,3,7,2,0.6805555555555556,2,0,1,0.25,0.631578947368421,1,5,1,1
SHIP012777,7,8,3,0.30722222222222223,1,2,1,0.08333333333333333,0.631578947368421,12,3,0,1
SHIP012778,9,7,1,0.2961111111111111,0,1,0,0.08333333333333333,0.47368421052631576,10,0,0,4
SHIP012779,8,6,2,0.095,1,1,1,0.0,0.5789473684210527,3,6,1,2
SHIP012780,6,9,2,0.6027777777777779,0,1,1,0.25,0.6842105263157894,3,1,0,2
SHIP012781,2,1,3,0.6399999999999999,0,1,1,0.25,0.631578947368421,10,0,0,4
SHIP012782,1,9,0,0.8200000000000001,0,2,1,0.3333333333333333,0.7368421052631579,2,5,1,1
SHIP012783,3,7,1,0.8777777777777778,0,1,1,0.3333333333333333,0.631578947368421,1,6,1,1
SHIP012784,0,2,0,0.40499999999999997,0,2,1,0.16666666666666669,0.5263157894736842,11,5,1,4
SHIP012785,1,7,3,0.08611111111111111,0,2,1,0.0,0.5263157894736842,5,6,1,2
SHIP012786,3,9,1,0.17555555555555558,0,2,1,0.0,0.7368421052631579,12,5,1,1
SHIP012787,8,3,1,0.8755555555555556,0,2,1,0.3333333333333333,0.5263157894736842,3,2,0,2
SHIP012788,0,7,1,0.4305555555555555,0,1,0,0.16666666666666669,0.47368421052631576,9,6,1,4
SHIP012789,9,5,3,0.8477777777777777,0,2,1,0.3333333333333333,0.5263157894736842,12,0,0,1
SHIP012790,2,4,3,0.4166666666666667,1,1,1,0.16666666666666669,0.7368421052631579,5,3,0,2
SHIP012791,6,2,3,0.4611111111111111,0,1,0,0.16666666666666669,0.47368421052631576,5,5,1,2
SHIP012792,7,0,2,0.2088888888888889,0,1,1,0.0,0.631578947368421,1,2,0,1
SHIP012793,3,0,1,0.8511111111111112,0,1,0,0.3333333333333333,0.47368421052631576,1,1,0,1
SHIP012794,3,8,2,0.5077777777777779,0,1,0,0.16666666666666669,0.47368421052631576,9,1,0,4
SHIP012795,5,8,3,0.04055555555555557,0,0,1,0.0,0.5789473684210527,1,1,0,1
SHIP012796,6,2,2,0.2138888888888889,2,2,1,0.0,0.5789473684210527,2,1,0,1
SHIP012797,3,1,1,0.7016666666666667,0,1,0,0.25,0.47368421052631576,6,6,1,3
SHIP012798,2,3,3,0.4066666666666667,0,2,1,0.16666666666666669,0.7894736842105263,2,2,0,1
SHIP012799,9,2,2,0.97,0,1,0,0.4166666666666667,0.47368421052631576,4,0,0,2
SHIP012800,3,4,3,0.8994444444444445,1,2,1,0.4166666666666667,0.631578947368421,7,0,0,3
SHIP012801,5,7,3,0.7811111111111111,1,1,1,0.3333333333333333,0.5789473684210527,9,6,1,4
SHIP012802,9,0,0,0.3711111111111111,3,1,1,0.08333333333333333,0.631578947368421,1,3,0,1
SHIP012803,4,7,2,0.4955555555555556,2,1,1,0.16666666666666669,0.6842105263157894,1,3,0,1
SHIP012804,5,4,1,0.5788888888888888,0,0,1,0.25,0.5789473684210527,8,2,0,3
SHIP012805,6,5,1,0.45388888888888884,2,1,1,0.16666666666666669,0.5263157894736842,6,0,0,3
SHIP012806,3,9,1,0.8455555555555556,0,1,0,0.3333333333333333,0.47368421052631576,1,5,1,1
SHIP012807,6,4,2,0.5372222222222223,0,0,1,0.16666666666666669,0.5789473684210527,10,0,0,4
SHIP012808,6,0,1,0.7905555555555555,0,0,1,0.3333333333333333,0.7894736842105263,5,2,0,2
SHIP012809,7,2,2,0.09055555555555556,0,1,0,0.0,0.47368421052631576,6,2,0,3
SHIP012810,0,5,2,0.8855555555555557,0,0,1,0.3333333333333333,0.5789473684210527,12,6,1,1
SHIP012811,2,7,3,0.4677777777777778,0,1,0,0.16666666666666669,0.47368421052631576,3,5,1,2
SHIP012812,2,3,0,0.8722222222222222,0,0,1,0.3333333333333333,0.5789473684210527,2,2,0,1
SHIP012814,7,3,3,0.2561111111111111,0,2,1,0.08333333333333333,0.5263157894736842,11,6,1,4
SHIP012815,2,7,0,0.07611111111111113,0,0,1,0.0,0.5789473684210527,11,5,1,4
SHIP012816,7,1,3,0.5044444444444445,0,2,1,0.16666666666666669,0.5263157894736842,5,6,1,2
SHIP012817,3,5,3,0.5872222222222223,1,1,1,0.25,0.5789473684210527,8,2,0,3
SHIP012818,0,8,2,0.4205555555555555,0,1,0,0.16666666666666669,0.47368421052631576,1,3,0,1
SHIP012820,0,7,1,0.4166666666666667,2,2,1,0.16666666666666669,0.5789473684210527,11,2,0,4
SHIP012821,8,0,2,0.7316666666666667,0,1,0,0.3333333333333333,0.47368421052631576,8,1,0,3
SHIP012822,6,8,0,0.8477777777777777,0,2,1,0.3333333333333333,0.6842105263157894,8,0,0,3
SHIP012823,5,8,1,0.15500000000000003,2,1,1,0.0,0.5263157894736842,5,5,1,2
SHIP012824,7,9,3,0.6172222222222223,0,2,1,0.25,0.5263157894736842,3,4,0,2
SHIP012825,3,7,3,0.8566666666666667,0,1,1,0.3333333333333333,0.6842105263157894,4,6,1,2
SHIP012826,1,7,2,0.5294444444444444,3,1,1,0.16666666666666669,0.631578947368421,1,6,1,1
SHIP012827,2,4,3,0.15500000000000003,2,1,1,0.0,0.7894736842105263,9,2,0,4
SHIP012828,8,7,2,0.8527777777777779,0,1,0,0.3333333333333333,0.47368421052631576,12,2,0,1
SHIP012829,3,0,2,0.7,0,2,1,0.25,0.5263157894736842,3,6,1,2
SHIP012830,2,6,3,0.26944444444444443,0,2,1,0.3333333333333333,0.3157894736842105,2,4,0,1
SHIP012831,1,7,1,0.7183333333333333,0,1,1,0.25,0.5789473684210527,5,0,0,2
SHIP012832,0,9,2,0.8705555555555555,0,1,0,0.3333333333333333,0.47368421052631576,1,5,1,1
SHIP012833,9,2,2,0.6333333333333333,2,0,1,0.25,0.631578947368421,9,5,1,4
SHIP012834,5,9,1,0.6544444444444444,0,1,0,0.25,0.47368421052631576,7,6,1,3
SHIP012835,0,5,1,0.6694444444444445,1,2,1,0.25,0.631578947368421,4,3,0,2
SHIP012836,1,6,3,0.548888888888889,3,2,1,0.16666666666666669,0.6842105263157894,1,6,1,1
SHIP012837,9,2,1,0.9338888888888888,0,1,0,0.4166666666666667,0.47368421052631576,3,2,0,2
SHIP012838,4,5,2,0.23222222222222222,0,2,1,0.08333333333333333,0.6842105263157894,11,1,0,4
SHIP012839,0,9,2,0.007777777777777786,1,1,1,0.0,0.5789473684210527,5,0,0,2
SHIP012840,4,0,3,0.8455555555555556,0,2,1,0.3333333333333333,0.7894736842105263,4,3,0,2
SHIP012841,8,5,3,0.6950000000000001,0,0,1,0.25,0.5789473684210527,4,2,0,2
SHIP012842,3,7,0,0.40111111111111114,0,1,0,0.16666666666666669,0.47368421052631576,6,3,0,3
SHIP012843,2,6,1,0.09388888888888888,2,2,1,0.0,0.7894736842105263,2,2,0,1
SHIP012844,8,6,3,0.26222222222222225,0,1,0,0.08333333333333333,0.47368421052631576,5,5,1,2
SHIP012845,5,9,3,0.42111111111111116,2,1,1,0.16666666666666669,0.5263157894736842,10,6,1,4
SHIP012846,5,4,0,0.365,1,1,1,0.08333333333333333,0.5789473684210527,3,3,0,2
SHIP012847,5,9,1,0.28,1,1,1,0.08333333333333333,0.6842105263157894,6,5,1,3
SHIP012848,5,6,1,0.5555555555555556,0,1,0,0.25,0.47368421052631576,4,5,1,2
SHIP012849,9,1,2,0.6494444444444445,0,1,0,0.25,0.47368421052631576,7,0,0,3
SHIP012850,0,5,2,0.6422222222222222,0,1,0,0.25,0.47368421052631576,12,3,0,1
SHIP012851,8,6,3,0.7822222222222222,0,2,1,0.3333333333333333,0.5263157894736842,1,5,1,1
SHIP012852,7,5,0,0.921111111111111,0,1,0,0.4166666666666667,0.47368421052631576,3,1,0,2
SHIP012853,7,2,2,0.2872222222222222,0,1,1,0.08333333333333333,0.631578947368421,6,4,0,3
SHIP012854,7,2,2,0.08722222222222223,0,1,0,0.0,0.47368421052631576,3,2,0,2
SHIP012855,7,3,2,0.38999999999999996,0,0,1,0.16666666666666669,0.5789473684210527,12,4,0,1
SHIP012856,1,9,3,0.9361111111111111,0,2,1,0.4166666666666667,0.6842105263157894,1,5,1,1
SHIP012857,7,3,2,0.2777777777777778,0,0,1,0.08333333333333333,0.7368421052631579,4,6,1,2
SHIP012858,8,5,3,0.5294444444444444,0,2,1,0.16666666666666669,0.5263157894736842,1,6,1,1
SHIP012859,9,1,1,0.8022222222222222,0,1,0,0.3333333333333333,0.47368421052631576,1,3,0,1
SHIP012860,1,4,3,0.46,2,1,1,0.16666666666666669,0.7894736842105263,2,2,0,1
SHIP012861,0,9,1,0.6122222222222222,0,1,1,0.25,0.6842105263157894,5,2,0,2
SHIP012862,1,0,1,0.4083333333333334,0,1,0,0.16666666666666669,0.47368421052631576,1,6,1,1
SHIP012863,6,1,2,0.8355555555555556,0,0,1,0.3333333333333333,0.5789473684210527,7,5,1,3
SHIP012864,8,2,2,0.2411111111111111,0,1,0,0.08333333333333333,0.47368421052631576,5,1,0,2
SHIP012865,7,0,0,0.41611111111111115,1,0,1,0.16666666666666669,0.7894736842105263,5,3,0,2
SHIP012866,4,3,2,0.9338888888888888,0,1,0,0.4166666666666667,0.47368421052631576,10,0,0,4
SHIP012867,0,5,1,0.2977777777777778,0,1,0,0.08333333333333333,0.47368421052631576,2,6,1,1
SHIP012868,8,4,0,0.26333333333333336,0,0,1,0.08333333333333333,0.7894736842105263,1,4,0,1
SHIP012869,8,5,1,0.10166666666666668,3,2,1,0.0,0.6842105263157894,5,4,0,2
SHIP012870,4,0,3,0.026111111111111113,0,2,1,0.0,0.6842105263157894,11,1,0,4
SHIP012871,5,9,3,0.8233333333333333,0,2,1,0.3333333333333333,0.5263157894736842,4,0,0,2
SHIP012872,4,7,2,0.8155555555555556,0,0,1,0.3333333333333333,0.5789473684210527,11,4,0,4
SHIP012873,8,2,3,0.4955555555555556,2,1,1,0.16666666666666669,0.5263157894736842,1,5,1,1
SHIP012874,4,3,0,0.8722222222222222,0,1,0,0.3333333333333333,0.47368421052631576,3,4,0,2
SHIP012875,4,6,1,0.12666666666666668,0,1,0,0.0,0.47368421052631576,10,0,0,4
SHIP012876,3,5,2,0.2561111111111111,1,1,1,0.08333333333333333,0.5789473684210527,1,6,1,1
SHIP012877,5,2,1,0.663888888888889,1,1,1,0.25,0.5789473684210527,5,6,1,2
SHIP012878,4,5,3,0.6477777777777778,2,0,1,0.25,0.7368421052631579,1,4,0,1
SHIP012879,0,8,0,0.6533333333333333,0,2,1,0.25,0.7368421052631579,3,6,1,2
SHIP012880,6,7,1,0.6361111111111111,2,1,1,0.25,0.5263157894736842,10,6,1,4
SHIP012881,6,7,3,0.31166666666666665,0,1,0,0.08333333333333333,0.47368421052631576,1,5,1,1
SHIP012882,6,1,0,0.7994444444444444,1,1,1,0.3333333333333333,0.7368421052631579,4,6,1,2
SHIP012883,6,8,3,0.47055555555555556,2,1,1,0.16666666666666669,0.5263157894736842,12,6,1,1
SHIP012884,0,4,2,0.24777777777777776,1,1,1,0.08333333333333333,0.8421052631578947,3,4,0,2
SHIP012885,7,3,1,0.7727777777777778,0,2,1,0.3333333333333333,0.5263157894736842,4,6,1,2
SHIP012886,6,1,1,0.6277777777777778,1,2,1,0.25,0.631578947368421,1,3,0,1
SHIP012887,9,5,3,0.7905555555555555,0,2,1,0.3333333333333333,0.5263157894736842,9,0,0,4
SHIP012888,0,2,0,0.11611111111111111,0,0,1,0.0,0.5789473684210527,7,0,0,3
SHIP012889,5,8,0,0.9638888888888888,0,1,0,0.4166666666666667,0.47368421052631576,7,5,1,3
SHIP012890,8,5,1,0.06833333333333333,0,1,0,0.0,0.47368421052631576,4,2,0,2
SHIP012891,9,8,0,0.385,2,0,1,0.08333333333333333,0.8421052631578947,3,2,0,2
SHIP012892,8,2,1,0.09444444444444444,0,1,0,0.0,0.47368421052631576,4,0,0,2
SHIP012893,2,5,1,0.9416666666666667,0,2,1,0.4166666666666667,0.5263157894736842,11,1,0,4
SHIP012894,6,2,3,0.012222222222222232,0,2,1,0.0,0.7368421052631579,1,0,0,1
SHIP012895,6,3,0,0.5677777777777777,0,2,1,0.25,0.5263157894736842,10,4,0,4
SHIP012896,4,0,2,0.9138888888888888,2,2,1,0.4166666666666667,0.5789473684210527,10,4,0,4
SHIP012897,6,8,2,0.5449999999999999,1,2,1,0.16666666666666669,0.894736842105263,5,2,0,2
SHIP012898,9,2,2,0.42888888888888893,0,1,1,0.16666666666666669,0.6842105263157894,3,2,0,2
SHIP012899,5,1,3,0.2177777777777778,0,1,0,0.0,0.47368421052631576,11,4,0,4
SHIP012900,5,8,1,0.22055555555555556,0,0,1,0.0,0.5789473684210527,3,1,0,2
SHIP012901,3,2,0,0.3572222222222222,0,1,1,0.08333333333333333,0.7368421052631579,8,6,1,3
SHIP012902,3,0,0,0.47555555555555556,0,2,1,0.16666666666666669,0.5263157894736842,4,4,0,2
SHIP012903,5,2,0,0.7144444444444444,2,1,1,0.25,0.5263157894736842,3,6,1,2
SHIP012904,9,7,2,0.4666666666666666,0,1,0,0.16666666666666669,0.47368421052631576,9,0,0,4
SHIP012905,4,3,3,0.5611111111111111,0,1,0,0.25,0.47368421052631576,6,3,0,3
SHIP012906,1,5,2,0.941111111111111,0,1,0,0.4166666666666667,0.47368421052631576,3,2,0,2
SHIP012907,5,7,2,0.025555555555555554,0,2,1,0.0,0.5263157894736842,8,2,0,3
SHIP012908,3,0,2,0.6511111111111112,0,1,0,0.25,0.47368421052631576,3,3,0,2
SHIP012909,6,5,3,0.5877777777777777,0,1,1,0.25,0.6842105263157894,12,6,1,1
SHIP012910,6,5,2,0.6866666666666668,0,2,1,0.3333333333333333,0.42105263157894735,2,0,0,1
SHIP012911,8,7,0,0.17777777777777776,0,2,1,0.0,0.5263157894736842,2,2,0,1
SHIP012912,4,5,3,0.13222222222222224,0,1,0,0.0,0.47368421052631576,4,5,1,2
SHIP012913,9,7,2,0.18333333333333335,0,1,0,0.0,0.47368421052631576,12,5,1,1
SHIP012914,5,4,2,0.8155555555555556,0,1,1,0.3333333333333333,0.7368421052631579,5,3,0,2
SHIP012915,6,0,1,0.6138888888888889,0,2,1,0.25,0.5263157894736842,7,4,0,3
SHIP012916,7,3,1,0.2677777777777778,0,1,0,0.08333333333333333,0.47368421052631576,4,4,0,2
SHIP012917,2,4,2,0.6105555555555555,0,2,1,0.25,0.5263157894736842,11,6,1,4
SHIP012918,0,2,3,0.8811111111111112,0,1,0,0.3333333333333333,0.47368421052631576,9,3,0,4
SHIP012919,2,1,3,0.6305555555555555,0,2,1,0.25,0.7368421052631579,5,1,0,2
SHIP012920,2,1,3,0.6983333333333333,0,1,0,0.25,0.47368421052631576,10,2,0,4
SHIP012921,1,2,0,0.5244444444444445,0,1,1,0.16666666666666669,0.6842105263157894,2,1,0,1
SHIP012922,7,2,2,0.3161111111111111,0,1,0,0.08333333333333333,0.47368421052631576,8,3,0,3
SHIP012923,4,8,3,0.6155555555555556,0,2,1,0.25,0.5263157894736842,1,0,0,1
SHIP012924,3,4,2,0.031666666666666676,3,1,1,0.0,0.631578947368421,6,3,0,3
SHIP012925,2,7,0,0.5477777777777777,2,1,1,0.16666666666666669,0.5263157894736842,2,6,1,1
SHIP012926,2,0,0,0.6394444444444445,2,0,1,0.25,0.631578947368421,1,2,0,1
SHIP012927,1,0,0,0.20611111111111113,1,1,1,0.0,0.5789473684210527,11,1,0,4
SHIP012928,0,7,3,0.8027777777777778,0,2,1,0.3333333333333333,0.5263157894736842,5,1,0,2
SHIP012929,1,0,2,0.8633333333333333,0,2,1,0.3333333333333333,0.7368421052631579,4,4,0,2
SHIP012930,0,6,2,0.1811111111111111,0,2,1,0.0,0.631578947368421,1,0,0,1
SHIP012931,7,3,3,0.7649999999999999,2,1,1,0.3333333333333333,0.7894736842105263,4,6,1,2
SHIP012932,1,7,3,0.27055555555555555,0,1,1,0.08333333333333333,0.631578947368421,3,2,0,2
SHIP012933,2,4,1,0.18333333333333335,0,1,0,0.0,0.47368421052631576,10,3,0,4
SHIP012934,9,3,2,0.921111111111111,0,2,1,0.4166666666666667,0.5263157894736842,4,0,0,2
SHIP012935,9,2,2,0.7277777777777779,0,0,1,0.3333333333333333,0.5789473684210527,2,4,0,1
SHIP012936,3,9,1,0.25277777777777777,0,2,1,0.08333333333333333,0.5263157894736842,10,2,0,4
SHIP012937,4,3,3,0.14,0,0,1,0.0,0.5789473684210527,4,6,1,2
SHIP012938,7,8,3,0.5016666666666667,0,2,1,0.16666666666666669,0.5263157894736842,9,3,0,4
SHIP012939,5,0,1,0.38999999999999996,1,1,1,0.16666666666666669,0.5789473684210527,4,0,0,2
SHIP012940,4,9,2,0.9538888888888888,0,0,1,0.4166666666666667,0.5789473684210527,2,6,1,1
SHIP012941,3,2,2,0.2311111111111111,0,1,1,0.08333333333333333,0.6842105263157894,3,4,0,2
SHIP012942,5,1,3,0.5844444444444445,0,1,1,0.25,0.631578947368421,6,1,0,3
SHIP012943,5,3,2,0.6144444444444443,1,1,1,0.25,0.6842105263157894,4,5,1,2
SHIP012944,4,3,3,0.10555555555555557,0,2,1,0.0,0.5263157894736842,8,4,0,3
SHIP012945,2,1,1,0.31277777777777777,0,1,0,0.08333333333333333,0.47368421052631576,8,0,0,3
SHIP012946,5,0,1,0.6661111111111111,0,2,1,0.25,0.5263157894736842,10,0,0,4
SHIP012947,6,9,0,0.9166666666666665,0,2,1,0.4166666666666667,0.5263157894736842,1,3,0,1
SHIP012948,2,6,1,0.09611111111111112,0,2,1,0.0,0.5263157894736842,2,1,0,1
SHIP012949,9,3,0,0.29888888888888887,0,2,1,0.08333333333333333,0.5263157894736842,4,5,1,2
SHIP012950,8,1,1,0.18666666666666665,0,2,1,0.0,0.5263157894736842,2,4,0,1
SHIP012951,3,7,0,0.052222222222222225,1,1,1,0.0,0.5789473684210527,2,3,0,1
SHIP012952,5,0,0,0.1,0,0,1,0.0,0.5789473684210527,4,6,1,2
SHIP012953,1,6,0,0.875,1,1,1,0.3333333333333333,0.5789473684210527,4,1,0,2
SHIP012954,8,9,0,0.653888888888889,1,1,1,0.25,0.5789473684210527,3,4,0,2
SHIP012955,8,3,3,0.3788888888888889,0,1,0,0.08333333333333333,0.47368421052631576,3,5,1,2
SHIP012956,5,0,3,0.0011111111111111183,0,2,1,0.0,0.5263157894736842,3,5,1,2
SHIP012957,4,7,3,0.35000000000000003,1,0,1,0.08333333333333333,0.6842105263157894,4,0,0,2
SHIP012958,4,1,1,0.5294444444444444,0,2,1,0.16666666666666669,0.5263157894736842,3,3,0,2
SHIP012959,1,0,2,0.11055555555555557,1,1,1,0.0,0.5789473684210527,3,5,1,2
SHIP012960,3,4,1,0.4133333333333334,3,1,1,0.16666666666666669,0.894736842105263,2,6,1,1
SHIP012961,2,8,2,0.2316666666666667,0,1,1,0.08333333333333333,0.6842105263157894,11,1,0,4
SHIP012962,5,1,0,0.6883333333333332,1,1,1,0.25,0.5789473684210527,5,1,0,2
SHIP012963,6,1,2,0.43888888888888894,0,0,1,0.16666666666666669,0.6842105263157894,2,2,0,1
SHIP012964,7,6,2,0.4616666666666667,0,0,1,0.3333333333333333,0.3684210526315789,3,1,0,2
SHIP012965,7,6,0,0.7855555555555556,0,2,1,0.3333333333333333,0.5263157894736842,9,0,0,4
SHIP012966,5,7,1,0.6694444444444445,0,2,1,0.25,0.631578947368421,9,3,0,4
SHIP012967,1,6,0,0.6988888888888889,0,1,0,0.25,0.47368421052631576,2,5,1,1
SHIP012968,9,7,2,0.7105555555555556,0,1,0,0.25,0.47368421052631576,1,0,0,1
SHIP012970,1,2,1,0.15500000000000003,1,2,1,0.0,0.631578947368421,4,3,0,2
SHIP012971,6,0,1,0.061666666666666675,0,1,0,0.0,0.47368421052631576,3,6,1,2
SHIP012972,7,0,0,0.9466666666666665,2,2,1,0.4166666666666667,0.6842105263157894,9,6,1,4
SHIP012973,0,2,1,0.9444444444444444,2,1,1,0.4166666666666667,0.631578947368421,11,1,0,4
SHIP012974,8,0,3,0.7783333333333333,2,1,1,0.3333333333333333,0.5263157894736842,10,1,0,4
SHIP012975,7,3,3,0.6000000000000001,0,2,1,0.5833333333333333,0.2631578947368421,6,0,0,3
SHIP012976,6,0,1,0.08000000000000002,0,2,1,0.0,0.5263157894736842,3,3,0,2
SHIP012977,4,1,1,0.0,0,1,0,0.0,0.47368421052631576,1,5,1,1
SHIP012978,5,7,2,0.5533333333333332,0,2,1,0.16666666666666669,0.5263157894736842,10,5,1,4
SHIP012979,9,0,2,0.45222222222222225,0,2,1,0.16666666666666669,0.631578947368421,6,2,0,3
SHIP012980,2,4,0,0.2511111111111111,0,1,0,0.08333333333333333,0.47368421052631576,1,5,1,1
SHIP012981,4,3,1,0.265,3,2,1,0.08333333333333333,0.6842105263157894,10,5,1,4
SHIP012982,0,5,1,0.33555555555555555,0,2,1,0.08333333333333333,0.5263157894736842,4,4,0,2
SHIP012983,1,4,3,0.13833333333333334,1,1,1,0.0,0.5789473684210527,11,3,0,4
SHIP012984,3,5,0,0.6233333333333333,0,2,1,0.25,0.5263157894736842,5,6,1,2
SHIP012985,0,9,1,0.4527777777777778,0,1,1,0.16666666666666669,0.7368421052631579,2,6,1,1
SHIP012986,4,3,1,0.8211111111111111,0,0,1,0.3333333333333333,0.5789473684210527,9,2,0,4
SHIP012987,0,4,3,0.836111111111111,0,1,0,0.3333333333333333,0.47368421052631576,12,5,1,1
SHIP012988,8,9,3,0.37722222222222224,0,0,1,0.08333333333333333,0.6842105263157894,4,0,0,2
SHIP012989,4,6,0,0.27166666666666667,2,2,1,0.08333333333333333,0.5789473684210527,3,4,0,2
SHIP012990,0,8,2,0.2088888888888889,0,1,0,0.0,0.47368421052631576,5,3,0,2
SHIP012991,4,6,2,0.46,0,2,1,0.16666666666666669,0.6842105263157894,12,2,0,1
SHIP012992,3,0,3,0.24055555555555558,0,0,1,0.08333333333333333,0.5789473684210527,7,1,0,3
SHIP012993,6,8,3,0.4894444444444444,2,0,1,0.16666666666666669,0.7368421052631579,6,3,0,3
SHIP012994,3,2,3,0.7866666666666666,2,1,1,0.3333333333333333,0.5263157894736842,9,4,0,4
SHIP012995,8,1,0,0.026666666666666672,1,2,1,0.0,0.631578947368421,12,4,0,1
SHIP012996,1,4,1,0.27222222222222225,0,1,0,0.08333333333333333,0.47368421052631576,5,0,0,2
SHIP012997,5,8,3,0.22888888888888892,0,1,1,0.08333333333333333,0.631578947368421,8,1,0,3
SHIP012998,7,8,0,0.07444444444444445,0,0,1,0.0,0.5789473684210527,3,1,0,2
SHIP012999,9,2,3,0.19222222222222224,0,1,1,0.0,0.631578947368421,7,1,0,3
SHIP013000,8,1,3,0.3577777777777778,0,1,0,0.08333333333333333,0.47368421052631576,12,4,0,1
SHIP013001,6,9,2,0.6505555555555556,2,2,1,0.25,0.5789473684210527,8,0,0,3
SHIP013002,3,0,3,0.10333333333333333,3,2,1,0.0,0.6842105263157894,2,1,0,1
SHIP013003,0,3,2,0.6883333333333332,0,2,1,0.25,0.5263157894736842,3,5,1,2
SHIP013004,2,7,3,0.9461111111111111,0,2,1,0.4166666666666667,0.6842105263157894,9,6,1,4
SHIP013005,1,7,1,0.4577777777777778,2,1,1,0.16666666666666669,0.5263157894736842,1,0,0,1
SHIP013006,8,0,0,0.19111111111111112,0,2,1,0.0,0.6842105263157894,4,6,1,2
SHIP013007,8,9,2,0.9066666666666665,2,1,1,0.4166666666666667,0.5263157894736842,6,6,1,3
SHIP013008,8,3,0,0.8733333333333333,1,2,1,0.3333333333333333,0.631578947368421,8,6,1,3
SHIP013009,5,9,3,0.7866666666666666,2,1,1,0.3333333333333333,0.7894736842105263,12,4,0,1
SHIP013010,9,7,1,0.2911111111111111,2,2,1,0.08333333333333333,0.7894736842105263,6,0,0,3
SHIP013011,2,8,2,0.7461111111111112,0,2,1,0.3333333333333333,0.631578947368421,10,1,0,4
SHIP013012,1,7,1,0.40611111111111114,1,1,1,0.16666666666666669,0.7368421052631579,3,1,0,2
SHIP013013,9,8,3,0.788888888888889,2,1,1,0.3333333333333333,0.5263157894736842,1,4,0,1
