Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Planned Delivery Duration,Actual Delivery Delay,Shipment Month,Shipment Day of Week,Is Weekend
SHIP012664,2,5,2023-10-11,2023-10-14,2023-10-19,2,0.4038888888888889,0,1,1,0.4000000000000001,0.5,10,2,0
SHIP012665,1,2,2023-03-28,2023-03-31,2023-04-01,0,0.40777777777777774,0,2,1,0.4000000000000001,0.1,3,1,0
SHIP012666,5,1,2024-03-07,2024-03-08,2024-03-08,1,0.20833333333333331,0,1,0,0.0,0.0,3,3,0
SHIP012667,0,4,2023-06-19,2023-06-24,2023-06-25,0,0.7838888888888889,0,2,1,0.8,0.1,6,0,0
SHIP012668,1,0,2024-01-08,2024-01-12,2024-01-15,3,0.6055555555555556,2,0,1,0.6000000000000001,0.30000000000000004,1,0,0
SHIP012669,9,0,2023-07-27,2023-07-29,2023-07-29,1,0.26055555555555554,0,1,0,0.2,0.0,7,3,0
SHIP012670,8,4,2023-12-26,2023-12-30,2023-12-30,2,0.5655555555555556,0,1,0,0.6000000000000001,0.0,12,1,0
SHIP012671,4,9,2023-11-24,2023-11-30,2023-11-30,3,0.9988888888888889,0,1,0,1.0000000000000002,0.0,11,4,0
SHIP012672,0,4,2023-05-25,2023-05-27,2023-05-29,1,0.3416666666666667,1,1,1,0.2,0.2,5,3,0
SHIP012673,1,5,2023-05-28,2023-06-03,2023-06-03,2,0.9761111111111112,0,1,0,1.0000000000000002,0.0,5,6,1
SHIP012674,5,8,2023-05-13,2023-05-14,2023-05-15,3,0.07166666666666668,0,2,1,0.0,0.1,5,5,1
SHIP012675,8,4,2023-12-16,2023-12-22,2023-12-23,1,0.9322222222222221,0,2,1,1.0000000000000002,0.1,12,5,1
SHIP012676,8,0,2023-10-07,2023-10-13,2023-10-13,3,0.9983333333333333,0,1,0,1.0000000000000002,0.0,10,5,1
SHIP012677,1,7,2023-01-07,2023-01-10,2023-01-10,3,0.46888888888888886,0,1,0,0.4000000000000001,0.0,1,5,1
SHIP012678,2,9,2023-07-12,2023-07-16,2023-07-17,1,0.6472222222222221,2,1,1,0.6000000000000001,0.1,7,2,0
SHIP012679,4,6,2023-07-05,2023-07-09,2023-07-11,3,0.7088888888888889,0,0,1,0.6000000000000001,0.2,7,2,0
SHIP012680,4,1,2023-09-09,2023-09-14,2023-09-18,1,0.7222222222222223,3,2,1,0.8,0.4,9,5,1
SHIP012681,9,7,2023-12-02,2023-12-06,2023-12-07,2,0.5988888888888888,0,2,1,0.6000000000000001,0.1,12,5,1
SHIP012683,9,4,2023-04-05,2023-04-10,2023-04-16,0,0.7283333333333333,0,0,1,0.8,0.6000000000000001,4,2,0
SHIP012684,3,7,2024-02-24,2024-02-27,2024-02-28,1,0.4477777777777778,0,2,1,0.4000000000000001,0.1,2,5,1
SHIP012685,2,9,2023-04-13,2023-04-16,2023-04-16,0,0.455,0,1,0,0.4000000000000001,0.0,4,3,0
SHIP012686,1,8,2023-04-08,2023-04-10,2023-04-14,0,0.22666666666666668,0,1,1,0.2,0.4,4,5,1
SHIP012687,6,8,2023-03-16,2023-03-21,2023-03-21,0,0.8333333333333333,0,1,0,0.8,0.0,3,3,0
SHIP012688,4,3,2023-06-08,2023-06-12,2023-06-16,3,0.6422222222222222,1,0,1,0.6000000000000001,0.4,6,3,0
SHIP012689,0,4,2023-11-26,2023-11-27,2023-11-28,0,0.051666666666666666,0,2,1,0.0,0.1,11,6,1
SHIP012690,8,3,2023-05-29,2023-06-03,2023-06-03,3,0.8155555555555556,0,1,0,0.8,0.0,5,0,0
SHIP012692,2,4,2023-11-14,2023-11-16,2023-11-20,1,0.2861111111111111,3,2,1,0.2,0.4,11,1,0
SHIP012693,5,9,2024-02-14,2024-02-18,2024-02-18,0,0.6455555555555557,0,1,0,0.6000000000000001,0.0,2,2,0
SHIP012694,4,8,2023-10-07,2023-10-12,2023-10-12,2,0.7661111111111112,0,1,0,0.8,0.0,10,5,1
SHIP012695,5,6,2023-03-30,2023-03-31,2023-04-04,2,0.09277777777777779,0,2,1,0.0,0.4,3,3,0
SHIP012696,3,7,2024-05-20,2024-05-24,2024-05-25,2,0.5822222222222222,0,2,1,0.6000000000000001,0.1,5,0,0
SHIP012697,2,1,2023-06-23,2023-06-27,2023-06-28,0,0.6000000000000001,0,2,1,0.6000000000000001,0.1,6,4,0
SHIP012698,7,1,2024-04-07,2024-04-12,2024-04-15,3,0.8683333333333334,1,2,1,0.8,0.30000000000000004,4,6,1
SHIP012699,3,4,2023-12-05,2023-12-08,2023-12-09,1,0.5172222222222222,0,2,1,0.4000000000000001,0.1,12,1,0
SHIP012700,0,2,2023-05-20,2023-05-25,2023-05-25,1,0.8577777777777778,0,1,0,0.8,0.0,5,5,1
SHIP012701,7,8,2023-08-21,2023-08-25,2023-08-26,0,0.6027777777777779,0,2,1,0.6000000000000001,0.1,8,0,0
SHIP012702,1,7,2023-01-09,2023-01-10,2023-01-11,2,0.20222222222222225,2,1,1,0.0,0.1,1,0,0
SHIP012703,5,3,2023-02-07,2023-02-12,2023-02-13,3,0.8416666666666666,0,2,1,0.8,0.1,2,1,0
SHIP012704,8,6,2023-09-07,2023-09-09,2023-09-09,1,0.2916666666666667,0,1,0,0.2,0.0,9,3,0
SHIP012706,1,6,2023-08-17,2023-08-18,2023-08-20,3,0.065,2,2,1,0.0,0.2,8,3,0
SHIP012707,6,3,2023-11-06,2023-11-11,2023-11-11,2,0.8316666666666668,0,1,0,0.8,0.0,11,0,0
SHIP012708,5,3,2024-03-19,2024-03-21,2024-03-24,3,0.24833333333333335,0,2,1,0.2,0.30000000000000004,3,1,0
SHIP012709,8,4,2023-10-02,2023-10-07,2023-10-10,2,0.7466666666666666,2,1,1,0.8,0.30000000000000004,10,0,0
SHIP012710,2,4,2023-09-03,2023-09-06,2023-09-08,1,0.47222222222222227,1,1,1,0.4000000000000001,0.2,9,6,1
SHIP012711,4,3,2023-05-04,2023-05-06,2023-05-07,1,0.315,0,2,1,0.2,0.1,5,3,0
SHIP012712,5,7,2023-02-26,2023-03-02,2023-03-03,0,0.7088888888888889,0,2,1,0.6000000000000001,0.1,2,6,1
SHIP012713,8,1,2024-01-17,2024-01-22,2024-01-22,3,0.8483333333333334,0,1,0,0.8,0.0,1,2,0
SHIP012714,8,5,2023-04-28,2023-04-29,2023-04-30,0,0.2122222222222222,0,2,1,0.0,0.1,4,4,0
SHIP012715,7,5,2023-07-22,2023-07-27,2023-08-02,0,0.8316666666666668,3,2,1,0.8,0.6000000000000001,7,5,1
SHIP012716,9,7,2023-03-05,2023-03-10,2023-03-11,0,0.7905555555555555,0,2,1,0.8,0.1,3,6,1
SHIP012717,7,1,2023-04-27,2023-05-02,2023-05-02,1,0.7916666666666667,0,1,0,0.8,0.0,4,3,0
SHIP012718,6,8,2023-03-06,2023-03-09,2023-03-09,3,0.4233333333333333,0,1,0,0.4000000000000001,0.0,3,0,0
SHIP012719,8,0,2023-07-25,2023-07-26,2023-07-27,3,0.023333333333333345,0,2,1,0.0,0.1,7,1,0
SHIP012720,0,5,2023-07-28,2023-07-31,2023-07-31,3,0.51,0,1,0,0.4000000000000001,0.0,7,4,0
SHIP012721,8,0,2023-04-09,2023-04-10,2023-04-11,3,0.06388888888888888,0,2,1,0.0,0.1,4,6,1
SHIP012722,9,8,2023-03-07,2023-03-11,2023-03-12,1,0.6266666666666667,2,1,1,0.6000000000000001,0.1,3,1,0
SHIP012724,4,2,2024-05-14,2024-05-17,2024-05-17,2,0.42777777777777776,0,1,0,0.4000000000000001,0.0,5,1,0
SHIP012725,6,2,2023-06-07,2023-06-08,2023-06-08,3,0.06722222222222224,0,1,0,0.0,0.0,6,2,0
SHIP012726,3,4,2024-05-11,2024-05-12,2024-05-14,1,0.1277777777777778,1,1,1,0.0,0.2,5,5,1
SHIP012727,2,4,2023-09-12,2023-09-16,2023-09-21,1,0.6922222222222223,0,1,1,0.6000000000000001,0.5,9,1,0
SHIP012729,0,1,2023-07-29,2023-08-03,2023-08-03,2,0.7372222222222222,0,1,0,0.8,0.0,7,5,1
SHIP012730,1,7,2023-08-26,2023-08-27,2023-08-28,0,0.05444444444444446,0,2,1,0.0,0.1,8,5,1
SHIP012732,6,4,2023-04-08,2023-04-14,2023-04-16,3,0.9188888888888889,0,0,1,1.0000000000000002,0.2,4,5,1
SHIP012733,8,4,2023-06-08,2023-06-11,2023-06-12,1,0.47388888888888886,2,1,1,0.4000000000000001,0.1,6,3,0
SHIP012734,9,2,2023-10-02,2023-10-03,2023-10-03,2,0.18444444444444447,0,1,0,0.0,0.0,10,0,0
SHIP012735,5,1,2023-04-06,2023-04-10,2023-04-11,2,0.6544444444444444,0,2,1,0.6000000000000001,0.1,4,3,0
SHIP012737,4,6,2023-08-14,2023-08-20,2023-08-20,2,0.9966666666666666,0,1,0,1.0000000000000002,0.0,8,0,0
SHIP012738,3,5,2024-03-22,2024-03-26,2024-03-26,0,0.605,0,1,0,0.6000000000000001,0.0,3,4,0
SHIP012739,5,2,2023-02-17,2023-02-21,2023-02-22,0,0.7127777777777777,0,2,1,0.6000000000000001,0.1,2,4,0
SHIP012740,2,4,2024-01-11,2024-01-13,2024-01-17,2,0.3638888888888889,1,0,1,0.2,0.4,1,3,0
SHIP012741,9,1,2023-09-16,2023-09-22,2023-09-24,1,0.9727777777777777,0,0,1,1.0000000000000002,0.2,9,5,1
SHIP012742,5,0,2023-10-21,2023-10-27,2023-10-27,3,0.991111111111111,0,1,0,1.0000000000000002,0.0,10,5,1
SHIP012743,3,4,2023-11-30,2023-12-05,2023-12-07,2,0.8833333333333333,2,2,1,0.8,0.2,11,3,0
SHIP012744,5,9,2024-03-25,2024-03-29,2024-03-29,3,0.6316666666666666,0,1,0,0.6000000000000001,0.0,3,0,0
SHIP012745,6,1,2023-03-29,2023-03-30,2023-03-30,3,0.19111111111111112,0,1,0,0.0,0.0,3,2,0
SHIP012746,8,1,2023-07-23,2023-07-25,2023-07-26,3,0.3416666666666667,0,2,1,0.2,0.1,7,6,1
SHIP012747,0,4,2023-08-23,2023-08-24,2023-08-26,1,0.16333333333333333,2,2,1,0.0,0.2,8,2,0
SHIP012748,6,8,2023-07-31,2023-08-05,2023-08-06,0,0.8172222222222223,0,2,1,0.8,0.1,7,0,0
SHIP012749,1,0,2023-04-26,2023-04-29,2023-05-01,3,0.4066666666666667,0,0,1,0.4000000000000001,0.2,4,2,0
SHIP012750,5,0,2024-01-03,2024-01-06,2024-01-06,0,0.47722222222222227,0,1,0,0.4000000000000001,0.0,1,2,0
SHIP012751,7,3,2023-07-31,2023-08-01,2023-08-01,0,0.035,0,1,0,0.0,0.0,7,0,0
SHIP012752,3,8,2024-05-27,2024-05-29,2024-06-02,0,0.3838888888888889,0,1,1,0.2,0.4,5,0,0
SHIP012753,0,7,2024-02-01,2024-02-02,2024-02-04,1,0.005555555555555564,1,1,1,0.0,0.2,2,3,0
SHIP012754,3,6,2023-08-02,2023-08-06,2023-08-13,3,0.711111111111111,0,0,1,0.6000000000000001,0.7000000000000001,8,2,0
SHIP012755,1,9,2023-01-18,2023-01-22,2023-01-22,3,0.645,0,1,0,0.6000000000000001,0.0,1,2,0
SHIP012756,0,7,2023-01-20,2023-01-23,2023-01-24,1,0.43388888888888894,0,2,1,0.4000000000000001,0.1,1,4,0
SHIP012757,3,1,2024-03-22,2024-03-28,2024-03-29,1,0.8888888888888888,0,2,1,1.0000000000000002,0.1,3,4,0
SHIP012759,9,4,2024-01-17,2024-01-21,2024-01-21,2,0.6527777777777777,0,1,0,0.6000000000000001,0.0,1,2,0
SHIP012760,9,7,2023-06-29,2023-07-03,2023-07-08,1,0.701111111111111,1,1,1,0.6000000000000001,0.5,6,3,0
SHIP012761,0,3,2023-12-16,2023-12-18,2023-12-18,3,0.265,0,1,0,0.2,0.0,12,5,1
SHIP012762,1,9,2024-02-07,2024-02-10,2024-02-10,3,0.4266666666666667,0,1,0,0.4000000000000001,0.0,2,2,0
SHIP012763,1,8,2023-05-31,2023-06-06,2023-06-08,2,0.9716666666666667,0,0,1,1.0000000000000002,0.2,5,2,0
SHIP012764,1,2,2024-05-27,2024-05-28,2024-05-30,1,0.014444444444444454,2,2,1,0.0,0.2,5,0,0
SHIP012765,6,2,2024-02-16,2024-02-17,2024-02-19,2,0.1338888888888889,0,0,1,0.0,0.2,2,4,0
SHIP012766,0,1,2024-01-25,2024-01-29,2024-02-01,3,0.5844444444444445,0,1,1,0.6000000000000001,0.30000000000000004,1,3,0
SHIP012767,0,9,2023-09-28,2023-10-04,2023-10-04,3,0.8899999999999999,0,1,0,1.0000000000000002,0.0,9,3,0
SHIP012768,7,5,2024-02-16,2024-02-19,2024-02-22,0,0.40777777777777774,2,0,1,0.4000000000000001,0.30000000000000004,2,4,0
SHIP012769,4,9,2023-12-04,2023-12-08,2023-12-11,2,0.6733333333333333,1,2,1,0.6000000000000001,0.30000000000000004,12,0,0
SHIP012770,7,3,2023-04-16,2023-04-21,2023-04-23,1,0.7350000000000001,0,1,1,0.8,0.2,4,6,1
SHIP012771,9,5,2023-12-11,2023-12-14,2023-12-15,0,0.5216666666666667,0,2,1,0.4000000000000001,0.1,12,0,0
SHIP012772,5,8,2023-01-31,2023-02-01,2023-02-03,1,0.18333333333333335,0,0,1,0.0,0.2,1,1,0
SHIP012773,3,4,2023-09-14,2023-09-16,2023-09-16,1,0.2961111111111111,0,1,0,0.2,0.0,9,3,0
SHIP012774,1,3,2023-10-26,2023-10-31,2023-11-02,3,0.7572222222222222,1,1,1,0.8,0.2,10,3,0
SHIP012775,4,7,2023-05-14,2023-05-20,2023-05-20,0,0.9061111111111111,0,1,0,1.0000000000000002,0.0,5,6,1
SHIP012776,3,7,2024-01-27,2024-01-31,2024-02-03,2,0.6805555555555556,2,0,1,0.6000000000000001,0.30000000000000004,1,5,1
SHIP012777,7,8,2023-12-21,2023-12-23,2023-12-26,3,0.30722222222222223,1,2,1,0.2,0.30000000000000004,12,3,0
SHIP012778,9,7,2023-10-02,2023-10-04,2023-10-04,1,0.2961111111111111,0,1,0,0.2,0.0,10,0,0
SHIP012779,8,6,2024-03-03,2024-03-04,2024-03-06,2,0.095,1,1,1,0.0,0.2,3,6,1
SHIP012780,6,9,2023-03-07,2023-03-11,2023-03-15,2,0.6027777777777779,0,1,1,0.6000000000000001,0.4,3,1,0
SHIP012781,2,1,2023-10-30,2023-11-03,2023-11-06,3,0.6399999999999999,0,1,1,0.6000000000000001,0.30000000000000004,10,0,0
SHIP012782,1,9,2023-02-25,2023-03-02,2023-03-07,0,0.8200000000000001,0,2,1,0.8,0.5,2,5,1
SHIP012783,3,7,2024-01-14,2024-01-19,2024-01-22,1,0.8777777777777778,0,1,1,0.8,0.30000000000000004,1,6,1
SHIP012784,0,2,2023-11-25,2023-11-28,2023-11-29,0,0.40499999999999997,0,2,1,0.4000000000000001,0.1,11,5,1
SHIP012785,1,7,2024-05-19,2024-05-20,2024-05-21,3,0.08611111111111111,0,2,1,0.0,0.1,5,6,1
SHIP012786,3,9,2023-12-02,2023-12-03,2023-12-08,1,0.17555555555555558,0,2,1,0.0,0.5,12,5,1
SHIP012787,8,3,2023-03-01,2023-03-06,2023-03-07,1,0.8755555555555556,0,2,1,0.8,0.1,3,2,0
SHIP012788,0,7,2023-09-03,2023-09-06,2023-09-06,1,0.4305555555555555,0,1,0,0.4000000000000001,0.0,9,6,1
SHIP012789,9,5,2023-12-04,2023-12-09,2023-12-10,3,0.8477777777777777,0,2,1,0.8,0.1,12,0,0
SHIP012790,2,4,2024-05-30,2024-06-02,2024-06-07,3,0.4166666666666667,1,1,1,0.4000000000000001,0.5,5,3,0
SHIP012791,6,2,2023-05-06,2023-05-09,2023-05-09,3,0.4611111111111111,0,1,0,0.4000000000000001,0.0,5,5,1
SHIP012792,7,0,2024-01-31,2024-02-01,2024-02-04,2,0.2088888888888889,0,1,1,0.0,0.30000000000000004,1,2,0
SHIP012793,3,0,2024-01-16,2024-01-21,2024-01-21,1,0.8511111111111112,0,1,0,0.8,0.0,1,1,0
SHIP012794,3,8,2023-09-19,2023-09-22,2023-09-22,2,0.5077777777777779,0,1,0,0.4000000000000001,0.0,9,1,0
SHIP012795,5,8,2023-01-10,2023-01-11,2023-01-13,3,0.04055555555555557,0,0,1,0.0,0.2,1,1,0
SHIP012796,6,2,2023-02-14,2023-02-15,2023-02-17,2,0.2138888888888889,2,2,1,0.0,0.2,2,1,0
SHIP012797,3,1,2023-06-04,2023-06-08,2023-06-08,1,0.7016666666666667,0,1,0,0.6000000000000001,0.0,6,6,1
SHIP012798,2,3,2023-02-01,2023-02-04,2023-02-10,3,0.4066666666666667,0,2,1,0.4000000000000001,0.6000000000000001,2,2,0
SHIP012799,9,2,2024-04-15,2024-04-21,2024-04-21,2,0.97,0,1,0,1.0000000000000002,0.0,4,0,0
SHIP012800,3,4,2023-07-24,2023-07-30,2023-08-02,3,0.8994444444444445,1,2,1,1.0000000000000002,0.30000000000000004,7,0,0
SHIP012801,5,7,2023-09-03,2023-09-08,2023-09-10,3,0.7811111111111111,1,1,1,0.8,0.2,9,6,1
SHIP012802,9,0,2024-01-04,2024-01-06,2024-01-09,0,0.3711111111111111,3,1,1,0.2,0.30000000000000004,1,3,0
SHIP012803,4,7,2024-01-25,2024-01-28,2024-02-01,2,0.4955555555555556,2,1,1,0.4000000000000001,0.4,1,3,0
SHIP012804,5,4,2023-08-16,2023-08-20,2023-08-22,1,0.5788888888888888,0,0,1,0.6000000000000001,0.2,8,2,0
SHIP012805,6,5,2023-06-12,2023-06-15,2023-06-16,1,0.45388888888888884,2,1,1,0.4000000000000001,0.1,6,0,0
SHIP012806,3,9,2023-01-21,2023-01-26,2023-01-26,1,0.8455555555555556,0,1,0,0.8,0.0,1,5,1
SHIP012807,6,4,2023-10-02,2023-10-05,2023-10-07,2,0.5372222222222223,0,0,1,0.4000000000000001,0.2,10,0,0
SHIP012808,6,0,2024-05-08,2024-05-13,2024-05-19,1,0.7905555555555555,0,0,1,0.8,0.6000000000000001,5,2,0
SHIP012809,7,2,2023-06-07,2023-06-08,2023-06-08,2,0.09055555555555556,0,1,0,0.0,0.0,6,2,0
SHIP012810,0,5,2023-12-03,2023-12-08,2023-12-10,2,0.8855555555555557,0,0,1,0.8,0.2,12,6,1
SHIP012811,2,7,2023-03-18,2023-03-21,2023-03-21,3,0.4677777777777778,0,1,0,0.4000000000000001,0.0,3,5,1
SHIP012812,2,3,2023-02-08,2023-02-13,2023-02-15,0,0.8722222222222222,0,0,1,0.8,0.2,2,2,0
SHIP012814,7,3,2023-11-12,2023-11-14,2023-11-15,3,0.2561111111111111,0,2,1,0.2,0.1,11,6,1
SHIP012815,2,7,2023-11-18,2023-11-19,2023-11-21,0,0.07611111111111113,0,0,1,0.0,0.2,11,5,1
SHIP012816,7,1,2024-05-05,2024-05-08,2024-05-09,3,0.5044444444444445,0,2,1,0.4000000000000001,0.1,5,6,1
SHIP012817,3,5,2023-08-23,2023-08-27,2023-08-29,3,0.5872222222222223,1,1,1,0.6000000000000001,0.2,8,2,0
SHIP012818,0,8,2024-01-04,2024-01-07,2024-01-07,2,0.4205555555555555,0,1,0,0.4000000000000001,0.0,1,3,0
SHIP012820,0,7,2023-11-22,2023-11-25,2023-11-27,1,0.4166666666666667,2,2,1,0.4000000000000001,0.2,11,2,0
SHIP012821,8,0,2023-08-08,2023-08-13,2023-08-13,2,0.7316666666666667,0,1,0,0.8,0.0,8,1,0
SHIP012822,6,8,2023-08-21,2023-08-26,2023-08-30,0,0.8477777777777777,0,2,1,0.8,0.4,8,0,0
SHIP012823,5,8,2024-05-18,2024-05-19,2024-05-20,1,0.15500000000000003,2,1,1,0.0,0.1,5,5,1
SHIP012824,7,9,2024-03-08,2024-03-12,2024-03-13,3,0.6172222222222223,0,2,1,0.6000000000000001,0.1,3,4,0
SHIP012825,3,7,2024-04-28,2024-05-03,2024-05-07,3,0.8566666666666667,0,1,1,0.8,0.4,4,6,1
SHIP012826,1,7,2024-01-21,2024-01-24,2024-01-27,2,0.5294444444444444,3,1,1,0.4000000000000001,0.30000000000000004,1,6,1
SHIP012827,2,4,2023-09-13,2023-09-14,2023-09-20,3,0.15500000000000003,2,1,1,0.0,0.6000000000000001,9,2,0
SHIP012828,8,7,2023-12-06,2023-12-11,2023-12-11,2,0.8527777777777779,0,1,0,0.8,0.0,12,2,0
SHIP012829,3,0,2023-03-19,2023-03-23,2023-03-24,2,0.7,0,2,1,0.6000000000000001,0.1,3,6,1
SHIP012831,1,7,2024-05-20,2024-05-24,2024-05-26,1,0.7183333333333333,0,1,1,0.6000000000000001,0.2,5,0,0
SHIP012832,0,9,2023-01-14,2023-01-19,2023-01-19,2,0.8705555555555555,0,1,0,0.8,0.0,1,5,1
SHIP012833,9,2,2023-09-02,2023-09-06,2023-09-09,2,0.6333333333333333,2,0,1,0.6000000000000001,0.30000000000000004,9,5,1
SHIP012834,5,9,2023-07-16,2023-07-20,2023-07-20,1,0.6544444444444444,0,1,0,0.6000000000000001,0.0,7,6,1
SHIP012835,0,5,2024-04-04,2024-04-08,2024-04-11,1,0.6694444444444445,1,2,1,0.6000000000000001,0.30000000000000004,4,3,0
SHIP012836,1,6,2024-01-07,2024-01-10,2024-01-14,3,0.548888888888889,3,2,1,0.4000000000000001,0.4,1,6,1
SHIP012837,9,2,2024-03-27,2024-04-02,2024-04-02,1,0.9338888888888888,0,1,0,1.0000000000000002,0.0,3,2,0
SHIP012838,4,5,2023-11-14,2023-11-16,2023-11-20,2,0.23222222222222222,0,2,1,0.2,0.4,11,1,0
SHIP012839,0,9,2023-05-22,2023-05-23,2023-05-25,2,0.007777777777777786,1,1,1,0.0,0.2,5,0,0
SHIP012840,4,0,2023-04-06,2023-04-11,2023-04-17,3,0.8455555555555556,0,2,1,0.8,0.6000000000000001,4,3,0
SHIP012841,8,5,2024-04-03,2024-04-07,2024-04-09,3,0.6950000000000001,0,0,1,0.6000000000000001,0.2,4,2,0
SHIP012842,3,7,2023-06-29,2023-07-02,2023-07-02,0,0.40111111111111114,0,1,0,0.4000000000000001,0.0,6,3,0
SHIP012843,2,6,2023-02-01,2023-02-02,2023-02-08,1,0.09388888888888888,2,2,1,0.0,0.6000000000000001,2,2,0
SHIP012844,8,6,2023-05-13,2023-05-15,2023-05-15,3,0.26222222222222225,0,1,0,0.2,0.0,5,5,1
SHIP012845,5,9,2023-10-15,2023-10-18,2023-10-19,3,0.42111111111111116,2,1,1,0.4000000000000001,0.1,10,6,1
SHIP012846,5,4,2023-03-09,2023-03-11,2023-03-13,0,0.365,1,1,1,0.2,0.2,3,3,0
SHIP012847,5,9,2023-06-17,2023-06-19,2023-06-23,1,0.28,1,1,1,0.2,0.4,6,5,1
SHIP012848,5,6,2024-04-27,2024-05-01,2024-05-01,1,0.5555555555555556,0,1,0,0.6000000000000001,0.0,4,5,1
SHIP012849,9,1,2023-07-31,2023-08-04,2023-08-04,2,0.6494444444444445,0,1,0,0.6000000000000001,0.0,7,0,0
SHIP012850,0,5,2023-12-14,2023-12-18,2023-12-18,2,0.6422222222222222,0,1,0,0.6000000000000001,0.0,12,3,0
SHIP012851,8,6,2024-01-13,2024-01-18,2024-01-19,3,0.7822222222222222,0,2,1,0.8,0.1,1,5,1
SHIP012852,7,5,2024-03-05,2024-03-11,2024-03-11,0,0.921111111111111,0,1,0,1.0000000000000002,0.0,3,1,0
SHIP012853,7,2,2023-06-09,2023-06-11,2023-06-14,2,0.2872222222222222,0,1,1,0.2,0.30000000000000004,6,4,0
SHIP012854,7,2,2023-03-01,2023-03-02,2023-03-02,2,0.08722222222222223,0,1,0,0.0,0.0,3,2,0
SHIP012855,7,3,2023-12-01,2023-12-04,2023-12-06,2,0.38999999999999996,0,0,1,0.4000000000000001,0.2,12,4,0
SHIP012856,1,9,2023-01-28,2023-02-03,2023-02-07,3,0.9361111111111111,0,2,1,1.0000000000000002,0.4,1,5,1
SHIP012857,7,3,2024-04-14,2024-04-16,2024-04-21,2,0.2777777777777778,0,0,1,0.2,0.5,4,6,1
SHIP012858,8,5,2023-01-22,2023-01-25,2023-01-26,3,0.5294444444444444,0,2,1,0.4000000000000001,0.1,1,6,1
SHIP012859,9,1,2024-01-18,2024-01-23,2024-01-23,1,0.8022222222222222,0,1,0,0.8,0.0,1,3,0
SHIP012860,1,4,2023-02-01,2023-02-04,2023-02-10,3,0.46,2,1,1,0.4000000000000001,0.6000000000000001,2,2,0
SHIP012861,0,9,2023-05-03,2023-05-07,2023-05-11,1,0.6122222222222222,0,1,1,0.6000000000000001,0.4,5,2,0
SHIP012862,1,0,2023-01-22,2023-01-25,2023-01-25,1,0.4083333333333334,0,1,0,0.4000000000000001,0.0,1,6,1
SHIP012863,6,1,2023-07-29,2023-08-03,2023-08-05,2,0.8355555555555556,0,0,1,0.8,0.2,7,5,1
SHIP012864,8,2,2023-05-16,2023-05-18,2023-05-18,2,0.2411111111111111,0,1,0,0.2,0.0,5,1,0
SHIP012865,7,0,2023-05-25,2023-05-28,2023-06-03,0,0.41611111111111115,1,0,1,0.4000000000000001,0.6000000000000001,5,3,0
SHIP012866,4,3,2023-10-23,2023-10-29,2023-10-29,2,0.9338888888888888,0,1,0,1.0000000000000002,0.0,10,0,0
SHIP012867,0,5,2024-02-25,2024-02-27,2024-02-27,1,0.2977777777777778,0,1,0,0.2,0.0,2,6,1
SHIP012868,8,4,2023-01-06,2023-01-08,2023-01-14,0,0.26333333333333336,0,0,1,0.2,0.6000000000000001,1,4,0
SHIP012869,8,5,2024-05-17,2024-05-18,2024-05-22,1,0.10166666666666668,3,2,1,0.0,0.4,5,4,0
SHIP012870,4,0,2023-11-21,2023-11-22,2023-11-26,3,0.026111111111111113,0,2,1,0.0,0.4,11,1,0
SHIP012871,5,9,2024-04-01,2024-04-06,2024-04-07,3,0.8233333333333333,0,2,1,0.8,0.1,4,0,0
SHIP012872,4,7,2023-11-10,2023-11-15,2023-11-17,2,0.8155555555555556,0,0,1,0.8,0.2,11,4,0
SHIP012873,8,2,2024-01-20,2024-01-23,2024-01-24,3,0.4955555555555556,2,1,1,0.4000000000000001,0.1,1,5,1
SHIP012874,4,3,2023-03-24,2023-03-29,2023-03-29,0,0.8722222222222222,0,1,0,0.8,0.0,3,4,0
SHIP012875,4,6,2023-10-23,2023-10-24,2023-10-24,1,0.12666666666666668,0,1,0,0.0,0.0,10,0,0
SHIP012876,3,5,2023-01-08,2023-01-10,2023-01-12,2,0.2561111111111111,1,1,1,0.2,0.2,1,6,1
SHIP012877,5,2,2023-05-28,2023-06-01,2023-06-03,1,0.663888888888889,1,1,1,0.6000000000000001,0.2,5,6,1
SHIP012878,4,5,2023-01-06,2023-01-10,2023-01-15,3,0.6477777777777778,2,0,1,0.6000000000000001,0.5,1,4,0
SHIP012879,0,8,2024-03-24,2024-03-28,2024-04-02,0,0.6533333333333333,0,2,1,0.6000000000000001,0.5,3,6,1
SHIP012880,6,7,2023-10-15,2023-10-19,2023-10-20,1,0.6361111111111111,2,1,1,0.6000000000000001,0.1,10,6,1
SHIP012881,6,7,2024-01-13,2024-01-15,2024-01-15,3,0.31166666666666665,0,1,0,0.2,0.0,1,5,1
SHIP012882,6,1,2024-04-14,2024-04-19,2024-04-24,0,0.7994444444444444,1,1,1,0.8,0.5,4,6,1
SHIP012883,6,8,2023-12-17,2023-12-20,2023-12-21,3,0.47055555555555556,2,1,1,0.4000000000000001,0.1,12,6,1
SHIP012884,0,4,2024-03-08,2024-03-10,2024-03-17,2,0.24777777777777776,1,1,1,0.2,0.7000000000000001,3,4,0
